,buying,maint,doors,persons,lug_boot,safety_dict,y_temp
568,high,high,3,2,small,med,Unacceptable
569,high,high,3,2,small,high,Unacceptable
570,high,high,3,2,med,low,Unacceptable
571,high,high,3,2,med,med,Unacceptable
572,high,high,3,2,med,high,Unacceptable
573,high,high,3,2,big,low,Unacceptable
574,high,high,3,2,big,med,Unacceptable
575,high,high,3,2,big,high,Unacceptable
576,high,high,3,4,small,low,Unacceptable
577,high,high,3,4,small,med,Unacceptable
578,high,high,3,4,small,high,Acceptable
579,high,high,3,4,med,low,Unacceptable
580,high,high,3,4,med,med,Unacceptable
581,high,high,3,4,med,high,Acceptable
582,high,high,3,4,big,low,Unacceptable
583,high,high,3,4,big,med,Acceptable
584,high,high,3,4,big,high,Acceptable
585,high,high,3,more,small,low,Unacceptable
586,high,high,3,more,small,med,Unacceptable
587,high,high,3,more,small,high,Acceptable
588,high,high,3,more,med,low,Unacceptable
589,high,high,3,more,med,med,Acceptable
590,high,high,3,more,med,high,Acceptable
591,high,high,3,more,big,low,Unacceptable
592,high,high,3,more,big,med,Acceptable
593,high,high,3,more,big,high,Acceptable
594,high,high,4,2,small,low,Unacceptable
595,high,high,4,2,small,med,Unacceptable
596,high,high,4,2,small,high,Unacceptable
597,high,high,4,2,med,low,Unacceptable
598,high,high,4,2,med,med,Unacceptable
599,high,high,4,2,med,high,Unacceptable
600,high,high,4,2,big,low,Unacceptable
601,high,high,4,2,big,med,Unacceptable
602,high,high,4,2,big,high,Unacceptable
603,high,high,4,4,small,low,Unacceptable
604,high,high,4,4,small,med,Unacceptable
605,high,high,4,4,small,high,Acceptable
606,high,high,4,4,med,low,Unacceptable
607,high,high,4,4,med,med,Acceptable
608,high,high,4,4,med,high,Acceptable
609,high,high,4,4,big,low,Unacceptable
610,high,high,4,4,big,med,Acceptable
611,high,high,4,4,big,high,Acceptable
612,high,high,4,more,small,low,Unacceptable
613,high,high,4,more,small,med,Unacceptable
614,high,high,4,more,small,high,Acceptable
615,high,high,4,more,med,low,Unacceptable
616,high,high,4,more,med,med,Acceptable
617,high,high,4,more,med,high,Acceptable
618,high,high,4,more,big,low,Unacceptable
619,high,high,4,more,big,med,Acceptable
620,high,high,4,more,big,high,Acceptable
621,high,high,5more,2,small,low,Unacceptable
622,high,high,5more,2,small,med,Unacceptable
623,high,high,5more,2,small,high,Unacceptable
624,high,high,5more,2,med,low,Unacceptable
625,high,high,5more,2,med,med,Unacceptable
626,high,high,5more,2,med,high,Unacceptable
627,high,high,5more,2,big,low,Unacceptable
628,high,high,5more,2,big,med,Unacceptable
629,high,high,5more,2,big,high,Unacceptable
630,high,high,5more,4,small,low,Unacceptable
631,high,high,5more,4,small,med,Unacceptable
632,high,high,5more,4,small,high,Acceptable
633,high,high,5more,4,med,low,Unacceptable
634,high,high,5more,4,med,med,Acceptable
635,high,high,5more,4,med,high,Acceptable
636,high,high,5more,4,big,low,Unacceptable
637,high,high,5more,4,big,med,Acceptable
638,high,high,5more,4,big,high,Acceptable
639,high,high,5more,more,small,low,Unacceptable
640,high,high,5more,more,small,med,Unacceptable
641,high,high,5more,more,small,high,Acceptable
642,high,high,5more,more,med,low,Unacceptable
643,high,high,5more,more,med,med,Acceptable
644,high,high,5more,more,med,high,Acceptable
645,high,high,5more,more,big,low,Unacceptable
646,high,high,5more,more,big,med,Acceptable
647,high,high,5more,more,big,high,Acceptable
648,high,med,2,2,small,low,Unacceptable
649,high,med,2,2,small,med,Unacceptable
650,high,med,2,2,small,high,Unacceptable
651,high,med,2,2,med,low,Unacceptable
652,high,med,2,2,med,med,Unacceptable
653,high,med,2,2,med,high,Unacceptable
654,high,med,2,2,big,low,Unacceptable
655,high,med,2,2,big,med,Unacceptable
656,high,med,2,2,big,high,Unacceptable
657,high,med,2,4,small,low,Unacceptable
658,high,med,2,4,small,med,Unacceptable
659,high,med,2,4,small,high,Acceptable
660,high,med,2,4,med,low,Unacceptable
661,high,med,2,4,med,med,Unacceptable
662,high,med,2,4,med,high,Acceptable
663,high,med,2,4,big,low,Unacceptable
664,high,med,2,4,big,med,Acceptable
665,high,med,2,4,big,high,Acceptable
666,high,med,2,more,small,low,Unacceptable
667,high,med,2,more,small,med,Unacceptable
668,high,med,2,more,small,high,Unacceptable
669,high,med,2,more,med,low,Unacceptable
670,high,med,2,more,med,med,Unacceptable
671,high,med,2,more,med,high,Acceptable
672,high,med,2,more,big,low,Unacceptable
673,high,med,2,more,big,med,Acceptable
674,high,med,2,more,big,high,Acceptable
675,high,med,3,2,small,low,Unacceptable
676,high,med,3,2,small,med,Unacceptable
677,high,med,3,2,small,high,Unacceptable
678,high,med,3,2,med,low,Unacceptable
679,high,med,3,2,med,med,Unacceptable
680,high,med,3,2,med,high,Unacceptable
681,high,med,3,2,big,low,Unacceptable
682,high,med,3,2,big,med,Unacceptable
683,high,med,3,2,big,high,Unacceptable
684,high,med,3,4,small,low,Unacceptable
685,high,med,3,4,small,med,Unacceptable
686,high,med,3,4,small,high,Acceptable
687,high,med,3,4,med,low,Unacceptable
688,high,med,3,4,med,med,Unacceptable
689,high,med,3,4,med,high,Acceptable
690,high,med,3,4,big,low,Unacceptable
691,high,med,3,4,big,med,Acceptable
692,high,med,3,4,big,high,Acceptable
693,high,med,3,more,small,low,Unacceptable
694,high,med,3,more,small,med,Unacceptable
695,high,med,3,more,small,high,Acceptable
696,high,med,3,more,med,low,Unacceptable
697,high,med,3,more,med,med,Acceptable
698,high,med,3,more,med,high,Acceptable
699,high,med,3,more,big,low,Unacceptable
700,high,med,3,more,big,med,Acceptable
701,high,med,3,more,big,high,Acceptable
702,high,med,4,2,small,low,Unacceptable
703,high,med,4,2,small,med,Unacceptable
704,high,med,4,2,small,high,Unacceptable
705,high,med,4,2,med,low,Unacceptable
706,high,med,4,2,med,med,Unacceptable
707,high,med,4,2,med,high,Unacceptable
708,high,med,4,2,big,low,Unacceptable
709,high,med,4,2,big,med,Unacceptable
710,high,med,4,2,big,high,Unacceptable
711,high,med,4,4,small,low,Unacceptable
712,high,med,4,4,small,med,Unacceptable
713,high,med,4,4,small,high,Acceptable
714,high,med,4,4,med,low,Unacceptable
715,high,med,4,4,med,med,Acceptable
716,high,med,4,4,med,high,Acceptable
717,high,med,4,4,big,low,Unacceptable
718,high,med,4,4,big,med,Acceptable
719,high,med,4,4,big,high,Acceptable
720,high,med,4,more,small,low,Unacceptable
721,high,med,4,more,small,med,Unacceptable
722,high,med,4,more,small,high,Acceptable
723,high,med,4,more,med,low,Unacceptable
724,high,med,4,more,med,med,Acceptable
725,high,med,4,more,med,high,Acceptable
726,high,med,4,more,big,low,Unacceptable
727,high,med,4,more,big,med,Acceptable
728,high,med,4,more,big,high,Acceptable
729,high,med,5more,2,small,low,Unacceptable
730,high,med,5more,2,small,med,Unacceptable
731,high,med,5more,2,small,high,Unacceptable
732,high,med,5more,2,med,low,Unacceptable
733,high,med,5more,2,med,med,Unacceptable
734,high,med,5more,2,med,high,Unacceptable
735,high,med,5more,2,big,low,Unacceptable
736,high,med,5more,2,big,med,Unacceptable
737,high,med,5more,2,big,high,Unacceptable
738,high,med,5more,4,small,low,Unacceptable
739,high,med,5more,4,small,med,Unacceptable
740,high,med,5more,4,small,high,Acceptable
741,high,med,5more,4,med,low,Unacceptable
742,high,med,5more,4,med,med,Acceptable
743,high,med,5more,4,med,high,Acceptable
744,high,med,5more,4,big,low,Unacceptable
745,high,med,5more,4,big,med,Acceptable
746,high,med,5more,4,big,high,Acceptable
747,high,med,5more,more,small,low,Unacceptable
748,high,med,5more,more,small,med,Unacceptable
749,high,med,5more,more,small,high,Acceptable
750,high,med,5more,more,med,low,Unacceptable
751,high,med,5more,more,med,med,Acceptable
752,high,med,5more,more,med,high,Acceptable
753,high,med,5more,more,big,low,Unacceptable
754,high,med,5more,more,big,med,Acceptable
755,high,med,5more,more,big,high,Acceptable
756,high,low,2,2,small,low,Unacceptable
757,high,low,2,2,small,med,Unacceptable
758,high,low,2,2,small,high,Unacceptable
759,high,low,2,2,med,low,Unacceptable
760,high,low,2,2,med,med,Unacceptable
761,high,low,2,2,med,high,Unacceptable
762,high,low,2,2,big,low,Unacceptable
763,high,low,2,2,big,med,Unacceptable
764,high,low,2,2,big,high,Unacceptable
765,high,low,2,4,small,low,Unacceptable
766,high,low,2,4,small,med,Unacceptable
767,high,low,2,4,small,high,Acceptable
768,high,low,2,4,med,low,Unacceptable
769,high,low,2,4,med,med,Unacceptable
770,high,low,2,4,med,high,Acceptable
771,high,low,2,4,big,low,Unacceptable
772,high,low,2,4,big,med,Acceptable
773,high,low,2,4,big,high,Acceptable
774,high,low,2,more,small,low,Unacceptable
775,high,low,2,more,small,med,Unacceptable
776,high,low,2,more,small,high,Unacceptable
777,high,low,2,more,med,low,Unacceptable
778,high,low,2,more,med,med,Unacceptable
779,high,low,2,more,med,high,Acceptable
780,high,low,2,more,big,low,Unacceptable
781,high,low,2,more,big,med,Acceptable
782,high,low,2,more,big,high,Acceptable
783,high,low,3,2,small,low,Unacceptable
784,high,low,3,2,small,med,Unacceptable
785,high,low,3,2,small,high,Unacceptable
786,high,low,3,2,med,low,Unacceptable
787,high,low,3,2,med,med,Unacceptable
788,high,low,3,2,med,high,Unacceptable
789,high,low,3,2,big,low,Unacceptable
790,high,low,3,2,big,med,Unacceptable
791,high,low,3,2,big,high,Unacceptable
792,high,low,3,4,small,low,Unacceptable
793,high,low,3,4,small,med,Unacceptable
794,high,low,3,4,small,high,Acceptable
795,high,low,3,4,med,low,Unacceptable
796,high,low,3,4,med,med,Unacceptable
797,high,low,3,4,med,high,Acceptable
798,high,low,3,4,big,low,Unacceptable
799,high,low,3,4,big,med,Acceptable
800,high,low,3,4,big,high,Acceptable
801,high,low,3,more,small,low,Unacceptable
802,high,low,3,more,small,med,Unacceptable
803,high,low,3,more,small,high,Acceptable
804,high,low,3,more,med,low,Unacceptable
805,high,low,3,more,med,med,Acceptable
806,high,low,3,more,med,high,Acceptable
807,high,low,3,more,big,low,Unacceptable
808,high,low,3,more,big,med,Acceptable
809,high,low,3,more,big,high,Acceptable
810,high,low,4,2,small,low,Unacceptable
811,high,low,4,2,small,med,Unacceptable
812,high,low,4,2,small,high,Unacceptable
813,high,low,4,2,med,low,Unacceptable
814,high,low,4,2,med,med,Unacceptable
815,high,low,4,2,med,high,Unacceptable
816,high,low,4,2,big,low,Unacceptable
817,high,low,4,2,big,med,Unacceptable
818,high,low,4,2,big,high,Unacceptable
819,high,low,4,4,small,low,Unacceptable
820,high,low,4,4,small,med,Unacceptable
821,high,low,4,4,small,high,Acceptable
822,high,low,4,4,med,low,Unacceptable
823,high,low,4,4,med,med,Acceptable
824,high,low,4,4,med,high,Acceptable
825,high,low,4,4,big,low,Unacceptable
826,high,low,4,4,big,med,Acceptable
827,high,low,4,4,big,high,Acceptable
828,high,low,4,more,small,low,Unacceptable
829,high,low,4,more,small,med,Unacceptable
830,high,low,4,more,small,high,Acceptable
831,high,low,4,more,med,low,Unacceptable
832,high,low,4,more,med,med,Acceptable
833,high,low,4,more,med,high,Acceptable
834,high,low,4,more,big,low,Unacceptable
835,high,low,4,more,big,med,Acceptable
836,high,low,4,more,big,high,Acceptable
837,high,low,5more,2,small,low,Unacceptable
838,high,low,5more,2,small,med,Unacceptable
839,high,low,5more,2,small,high,Unacceptable
840,high,low,5more,2,med,low,Unacceptable
841,high,low,5more,2,med,med,Unacceptable
842,high,low,5more,2,med,high,Unacceptable
843,high,low,5more,2,big,low,Unacceptable
844,high,low,5more,2,big,med,Unacceptable
845,high,low,5more,2,big,high,Unacceptable
846,high,low,5more,4,small,low,Unacceptable
847,high,low,5more,4,small,med,Unacceptable
848,high,low,5more,4,small,high,Acceptable
849,high,low,5more,4,med,low,Unacceptable
850,high,low,5more,4,med,med,Acceptable
851,high,low,5more,4,med,high,Acceptable
852,high,low,5more,4,big,low,Unacceptable
853,high,low,5more,4,big,med,Acceptable
854,high,low,5more,4,big,high,Acceptable
855,high,low,5more,more,small,low,Unacceptable
856,high,low,5more,more,small,med,Unacceptable
857,high,low,5more,more,small,high,Acceptable
858,high,low,5more,more,med,low,Unacceptable
859,high,low,5more,more,med,med,Acceptable
860,high,low,5more,more,med,high,Acceptable
861,high,low,5more,more,big,low,Unacceptable
862,high,low,5more,more,big,med,Acceptable
863,high,low,5more,more,big,high,Acceptable
864,med,vhigh,2,2,small,low,Unacceptable
865,med,vhigh,2,2,small,med,Unacceptable
866,med,vhigh,2,2,small,high,Unacceptable
867,med,vhigh,2,2,med,low,Unacceptable
868,med,vhigh,2,2,med,med,Unacceptable
869,med,vhigh,2,2,med,high,Unacceptable
870,med,vhigh,2,2,big,low,Unacceptable
871,med,vhigh,2,2,big,med,Unacceptable
872,med,vhigh,2,2,big,high,Unacceptable
873,med,vhigh,2,4,small,low,Unacceptable
874,med,vhigh,2,4,small,med,Unacceptable
875,med,vhigh,2,4,small,high,Acceptable
876,med,vhigh,2,4,med,low,Unacceptable
877,med,vhigh,2,4,med,med,Unacceptable
878,med,vhigh,2,4,med,high,Acceptable
879,med,vhigh,2,4,big,low,Unacceptable
880,med,vhigh,2,4,big,med,Acceptable
881,med,vhigh,2,4,big,high,Acceptable
882,med,vhigh,2,more,small,low,Unacceptable
883,med,vhigh,2,more,small,med,Unacceptable
884,med,vhigh,2,more,small,high,Unacceptable
885,med,vhigh,2,more,med,low,Unacceptable
886,med,vhigh,2,more,med,med,Unacceptable
887,med,vhigh,2,more,med,high,Acceptable
888,med,vhigh,2,more,big,low,Unacceptable
889,med,vhigh,2,more,big,med,Acceptable
890,med,vhigh,2,more,big,high,Acceptable
891,med,vhigh,3,2,small,low,Unacceptable
892,med,vhigh,3,2,small,med,Unacceptable
893,med,vhigh,3,2,small,high,Unacceptable
894,med,vhigh,3,2,med,low,Unacceptable
895,med,vhigh,3,2,med,med,Unacceptable
896,med,vhigh,3,2,med,high,Unacceptable
897,med,vhigh,3,2,big,low,Unacceptable
898,med,vhigh,3,2,big,med,Unacceptable
899,med,vhigh,3,2,big,high,Unacceptable
900,med,vhigh,3,4,small,low,Unacceptable
901,med,vhigh,3,4,small,med,Unacceptable
902,med,vhigh,3,4,small,high,Acceptable
903,med,vhigh,3,4,med,low,Unacceptable
904,med,vhigh,3,4,med,med,Unacceptable
905,med,vhigh,3,4,med,high,Acceptable
906,med,vhigh,3,4,big,low,Unacceptable
907,med,vhigh,3,4,big,med,Acceptable
908,med,vhigh,3,4,big,high,Acceptable
909,med,vhigh,3,more,small,low,Unacceptable
910,med,vhigh,3,more,small,med,Unacceptable
911,med,vhigh,3,more,small,high,Acceptable
912,med,vhigh,3,more,med,low,Unacceptable
913,med,vhigh,3,more,med,med,Acceptable
914,med,vhigh,3,more,med,high,Acceptable
915,med,vhigh,3,more,big,low,Unacceptable
916,med,vhigh,3,more,big,med,Acceptable
917,med,vhigh,3,more,big,high,Acceptable
918,med,vhigh,4,2,small,low,Unacceptable
919,med,vhigh,4,2,small,med,Unacceptable
920,med,vhigh,4,2,small,high,Unacceptable
921,med,vhigh,4,2,med,low,Unacceptable
922,med,vhigh,4,2,med,med,Unacceptable
923,med,vhigh,4,2,med,high,Unacceptable
924,med,vhigh,4,2,big,low,Unacceptable
925,med,vhigh,4,2,big,med,Unacceptable
926,med,vhigh,4,2,big,high,Unacceptable
927,med,vhigh,4,4,small,low,Unacceptable
928,med,vhigh,4,4,small,med,Unacceptable
929,med,vhigh,4,4,small,high,Acceptable
930,med,vhigh,4,4,med,low,Unacceptable
931,med,vhigh,4,4,med,med,Acceptable
932,med,vhigh,4,4,med,high,Acceptable
933,med,vhigh,4,4,big,low,Unacceptable
934,med,vhigh,4,4,big,med,Acceptable
935,med,vhigh,4,4,big,high,Acceptable
936,med,vhigh,4,more,small,low,Unacceptable
937,med,vhigh,4,more,small,med,Unacceptable
938,med,vhigh,4,more,small,high,Acceptable
939,med,vhigh,4,more,med,low,Unacceptable
940,med,vhigh,4,more,med,med,Acceptable
941,med,vhigh,4,more,med,high,Acceptable
942,med,vhigh,4,more,big,low,Unacceptable
943,med,vhigh,4,more,big,med,Acceptable
944,med,vhigh,4,more,big,high,Acceptable
945,med,vhigh,5more,2,small,low,Unacceptable
946,med,vhigh,5more,2,small,med,Unacceptable
947,med,vhigh,5more,2,small,high,Unacceptable
948,med,vhigh,5more,2,med,low,Unacceptable
949,med,vhigh,5more,2,med,med,Unacceptable
950,med,vhigh,5more,2,med,high,Unacceptable
951,med,vhigh,5more,2,big,low,Unacceptable
952,med,vhigh,5more,2,big,med,Unacceptable
953,med,vhigh,5more,2,big,high,Unacceptable
954,med,vhigh,5more,4,small,low,Unacceptable
955,med,vhigh,5more,4,small,med,Unacceptable
956,med,vhigh,5more,4,small,high,Acceptable
957,med,vhigh,5more,4,med,low,Unacceptable
958,med,vhigh,5more,4,med,med,Acceptable
959,med,vhigh,5more,4,med,high,Acceptable
960,med,vhigh,5more,4,big,low,Unacceptable
961,med,vhigh,5more,4,big,med,Acceptable
962,med,vhigh,5more,4,big,high,Acceptable
963,med,vhigh,5more,more,small,low,Unacceptable
964,med,vhigh,5more,more,small,med,Unacceptable
965,med,vhigh,5more,more,small,high,Acceptable
966,med,vhigh,5more,more,med,low,Unacceptable
967,med,vhigh,5more,more,med,med,Acceptable
968,med,vhigh,5more,more,med,high,Acceptable
969,med,vhigh,5more,more,big,low,Unacceptable
970,med,vhigh,5more,more,big,med,Acceptable
971,med,vhigh,5more,more,big,high,Acceptable
972,med,high,2,2,small,low,Unacceptable
973,med,high,2,2,small,med,Unacceptable
974,med,high,2,2,small,high,Unacceptable
975,med,high,2,2,med,low,Unacceptable
976,med,high,2,2,med,med,Unacceptable
977,med,high,2,2,med,high,Unacceptable
978,med,high,2,2,big,low,Unacceptable
979,med,high,2,2,big,med,Unacceptable
980,med,high,2,2,big,high,Unacceptable
981,med,high,2,4,small,low,Unacceptable
982,med,high,2,4,small,med,Unacceptable
983,med,high,2,4,small,high,Acceptable
984,med,high,2,4,med,low,Unacceptable
985,med,high,2,4,med,med,Unacceptable
986,med,high,2,4,med,high,Acceptable
987,med,high,2,4,big,low,Unacceptable
988,med,high,2,4,big,med,Acceptable
989,med,high,2,4,big,high,Acceptable
990,med,high,2,more,small,low,Unacceptable
991,med,high,2,more,small,med,Unacceptable
992,med,high,2,more,small,high,Unacceptable
993,med,high,2,more,med,low,Unacceptable
994,med,high,2,more,med,med,Unacceptable
995,med,high,2,more,med,high,Acceptable
996,med,high,2,more,big,low,Unacceptable
997,med,high,2,more,big,med,Acceptable
998,med,high,2,more,big,high,Acceptable
999,med,high,3,2,small,low,Unacceptable
1000,med,high,3,2,small,med,Unacceptable
1001,med,high,3,2,small,high,Unacceptable
1002,med,high,3,2,med,low,Unacceptable
1003,med,high,3,2,med,med,Unacceptable
1004,med,high,3,2,med,high,Unacceptable
1005,med,high,3,2,big,low,Unacceptable
1006,med,high,3,2,big,med,Unacceptable
1007,med,high,3,2,big,high,Unacceptable
1008,med,high,3,4,small,low,Unacceptable
1009,med,high,3,4,small,med,Unacceptable
1010,med,high,3,4,small,high,Acceptable
1011,med,high,3,4,med,low,Unacceptable
1012,med,high,3,4,med,med,Unacceptable
1013,med,high,3,4,med,high,Acceptable
1014,med,high,3,4,big,low,Unacceptable
1015,med,high,3,4,big,med,Acceptable
1016,med,high,3,4,big,high,Acceptable
1017,med,high,3,more,small,low,Unacceptable
1018,med,high,3,more,small,med,Unacceptable
1019,med,high,3,more,small,high,Acceptable
1020,med,high,3,more,med,low,Unacceptable
1021,med,high,3,more,med,med,Acceptable
1022,med,high,3,more,med,high,Acceptable
1023,med,high,3,more,big,low,Unacceptable
1024,med,high,3,more,big,med,Acceptable
1025,med,high,3,more,big,high,Acceptable
1026,med,high,4,2,small,low,Unacceptable
1027,med,high,4,2,small,med,Unacceptable
1028,med,high,4,2,small,high,Unacceptable
1029,med,high,4,2,med,low,Unacceptable
1030,med,high,4,2,med,med,Unacceptable
1031,med,high,4,2,med,high,Unacceptable
1032,med,high,4,2,big,low,Unacceptable
1033,med,high,4,2,big,med,Unacceptable
1034,med,high,4,2,big,high,Unacceptable
1035,med,high,4,4,small,low,Unacceptable
1036,med,high,4,4,small,med,Unacceptable
1037,med,high,4,4,small,high,Acceptable
1038,med,high,4,4,med,low,Unacceptable
1039,med,high,4,4,med,med,Acceptable
1040,med,high,4,4,med,high,Acceptable
1041,med,high,4,4,big,low,Unacceptable
1042,med,high,4,4,big,med,Acceptable
1043,med,high,4,4,big,high,Acceptable
1044,med,high,4,more,small,low,Unacceptable
1045,med,high,4,more,small,med,Unacceptable
1046,med,high,4,more,small,high,Acceptable
1047,med,high,4,more,med,low,Unacceptable
1048,med,high,4,more,med,med,Acceptable
1049,med,high,4,more,med,high,Acceptable
1050,med,high,4,more,big,low,Unacceptable
1051,med,high,4,more,big,med,Acceptable
1052,med,high,4,more,big,high,Acceptable
1053,med,high,5more,2,small,low,Unacceptable
1054,med,high,5more,2,small,med,Unacceptable
1055,med,high,5more,2,small,high,Unacceptable
1056,med,high,5more,2,med,low,Unacceptable
1057,med,high,5more,2,med,med,Unacceptable
1058,med,high,5more,2,med,high,Unacceptable
1059,med,high,5more,2,big,low,Unacceptable
1060,med,high,5more,2,big,med,Unacceptable
1061,med,high,5more,2,big,high,Unacceptable
1062,med,high,5more,4,small,low,Unacceptable
1063,med,high,5more,4,small,med,Unacceptable
1064,med,high,5more,4,small,high,Acceptable
1065,med,high,5more,4,med,low,Unacceptable
1066,med,high,5more,4,med,med,Acceptable
1067,med,high,5more,4,med,high,Acceptable
1068,med,high,5more,4,big,low,Unacceptable
1069,med,high,5more,4,big,med,Acceptable
1070,med,high,5more,4,big,high,Acceptable
1071,med,high,5more,more,small,low,Unacceptable
1072,med,high,5more,more,small,med,Unacceptable
1073,med,high,5more,more,small,high,Acceptable
1074,med,high,5more,more,med,low,Unacceptable
1075,med,high,5more,more,med,med,Acceptable
1076,med,high,5more,more,med,high,Acceptable
1077,med,high,5more,more,big,low,Unacceptable
1078,med,high,5more,more,big,med,Acceptable
1079,med,high,5more,more,big,high,Acceptable
1080,med,med,2,2,small,low,Unacceptable
1081,med,med,2,2,small,med,Unacceptable
1082,med,med,2,2,small,high,Unacceptable
1083,med,med,2,2,med,low,Unacceptable
1084,med,med,2,2,med,med,Unacceptable
1085,med,med,2,2,med,high,Unacceptable
1086,med,med,2,2,big,low,Unacceptable
1087,med,med,2,2,big,med,Unacceptable
1088,med,med,2,2,big,high,Unacceptable
1089,med,med,2,4,small,low,Unacceptable
1090,med,med,2,4,small,med,Acceptable
1091,med,med,2,4,small,high,Acceptable
1092,med,med,2,4,med,low,Unacceptable
1093,med,med,2,4,med,med,Acceptable
1094,med,med,2,4,med,high,Acceptable
1095,med,med,2,4,big,low,Unacceptable
1096,med,med,2,4,big,med,Acceptable
1097,med,med,2,4,big,high,Very good
1098,med,med,2,more,small,low,Unacceptable
1099,med,med,2,more,small,med,Unacceptable
1100,med,med,2,more,small,high,Unacceptable
1101,med,med,2,more,med,low,Unacceptable
1102,med,med,2,more,med,med,Acceptable
1103,med,med,2,more,med,high,Acceptable
1104,med,med,2,more,big,low,Unacceptable
1105,med,med,2,more,big,med,Acceptable
1106,med,med,2,more,big,high,Very good
1107,med,med,3,2,small,low,Unacceptable
1108,med,med,3,2,small,med,Unacceptable
1109,med,med,3,2,small,high,Unacceptable
1110,med,med,3,2,med,low,Unacceptable
1111,med,med,3,2,med,med,Unacceptable
1112,med,med,3,2,med,high,Unacceptable
1113,med,med,3,2,big,low,Unacceptable
1114,med,med,3,2,big,med,Unacceptable
1115,med,med,3,2,big,high,Unacceptable
1116,med,med,3,4,small,low,Unacceptable
1117,med,med,3,4,small,med,Acceptable
1118,med,med,3,4,small,high,Acceptable
1119,med,med,3,4,med,low,Unacceptable
1120,med,med,3,4,med,med,Acceptable
1121,med,med,3,4,med,high,Acceptable
1122,med,med,3,4,big,low,Unacceptable
1123,med,med,3,4,big,med,Acceptable
1124,med,med,3,4,big,high,Very good
1125,med,med,3,more,small,low,Unacceptable
1126,med,med,3,more,small,med,Acceptable
1127,med,med,3,more,small,high,Acceptable
1128,med,med,3,more,med,low,Unacceptable
1129,med,med,3,more,med,med,Acceptable
1130,med,med,3,more,med,high,Very good
1131,med,med,3,more,big,low,Unacceptable
1132,med,med,3,more,big,med,Acceptable
1133,med,med,3,more,big,high,Very good
1134,med,med,4,2,small,low,Unacceptable
1135,med,med,4,2,small,med,Unacceptable
1136,med,med,4,2,small,high,Unacceptable
1137,med,med,4,2,med,low,Unacceptable
1138,med,med,4,2,med,med,Unacceptable
1139,med,med,4,2,med,high,Unacceptable
1140,med,med,4,2,big,low,Unacceptable
1141,med,med,4,2,big,med,Unacceptable
1142,med,med,4,2,big,high,Unacceptable
1143,med,med,4,4,small,low,Unacceptable
1144,med,med,4,4,small,med,Acceptable
1145,med,med,4,4,small,high,Acceptable
1146,med,med,4,4,med,low,Unacceptable
1147,med,med,4,4,med,med,Acceptable
1148,med,med,4,4,med,high,Very good
1149,med,med,4,4,big,low,Unacceptable
1150,med,med,4,4,big,med,Acceptable
1151,med,med,4,4,big,high,Very good
1152,med,med,4,more,small,low,Unacceptable
1153,med,med,4,more,small,med,Acceptable
1154,med,med,4,more,small,high,Acceptable
1155,med,med,4,more,med,low,Unacceptable
1156,med,med,4,more,med,med,Acceptable
1157,med,med,4,more,med,high,Very good
1158,med,med,4,more,big,low,Unacceptable
1159,med,med,4,more,big,med,Acceptable
1160,med,med,4,more,big,high,Very good
1161,med,med,5more,2,small,low,Unacceptable
1162,med,med,5more,2,small,med,Unacceptable
1163,med,med,5more,2,small,high,Unacceptable
1164,med,med,5more,2,med,low,Unacceptable
1165,med,med,5more,2,med,med,Unacceptable
1166,med,med,5more,2,med,high,Unacceptable
1167,med,med,5more,2,big,low,Unacceptable
1168,med,med,5more,2,big,med,Unacceptable
1169,med,med,5more,2,big,high,Unacceptable
1170,med,med,5more,4,small,low,Unacceptable
1171,med,med,5more,4,small,med,Acceptable
1172,med,med,5more,4,small,high,Acceptable
1173,med,med,5more,4,med,low,Unacceptable
1174,med,med,5more,4,med,med,Acceptable
1175,med,med,5more,4,med,high,Very good
1176,med,med,5more,4,big,low,Unacceptable
1177,med,med,5more,4,big,med,Acceptable
1178,med,med,5more,4,big,high,Very good
1179,med,med,5more,more,small,low,Unacceptable
1180,med,med,5more,more,small,med,Acceptable
1181,med,med,5more,more,small,high,Acceptable
1182,med,med,5more,more,med,low,Unacceptable
1183,med,med,5more,more,med,med,Acceptable
1184,med,med,5more,more,med,high,Very good
1185,med,med,5more,more,big,low,Unacceptable
1186,med,med,5more,more,big,med,Acceptable
1187,med,med,5more,more,big,high,Very good
1188,med,low,2,2,small,low,Unacceptable
1189,med,low,2,2,small,med,Unacceptable
1190,med,low,2,2,small,high,Unacceptable
1191,med,low,2,2,med,low,Unacceptable
1192,med,low,2,2,med,med,Unacceptable
1193,med,low,2,2,med,high,Unacceptable
1194,med,low,2,2,big,low,Unacceptable
1195,med,low,2,2,big,med,Unacceptable
1196,med,low,2,2,big,high,Unacceptable
1197,med,low,2,4,small,low,Unacceptable
1198,med,low,2,4,small,med,Acceptable
1199,med,low,2,4,small,high,Good
1200,med,low,2,4,med,low,Unacceptable
1201,med,low,2,4,med,med,Acceptable
1202,med,low,2,4,med,high,Good
1203,med,low,2,4,big,low,Unacceptable
1204,med,low,2,4,big,med,Good
1205,med,low,2,4,big,high,Very good
1206,med,low,2,more,small,low,Unacceptable
1207,med,low,2,more,small,med,Unacceptable
1208,med,low,2,more,small,high,Unacceptable
1209,med,low,2,more,med,low,Unacceptable
1210,med,low,2,more,med,med,Acceptable
1211,med,low,2,more,med,high,Good
