,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,y_temp
3859,3.2763,29.0,2685.0,642.0,1085.0,599.0,34.17,-118.44,yes
3860,4.0474,34.0,2622.0,467.0,1233.0,476.0,34.16,-118.43,yes
3861,4.1218,35.0,3080.0,642.0,1362.0,623.0,34.16,-118.44,yes
3862,4.0391,33.0,1616.0,322.0,580.0,311.0,34.16,-118.44,yes
3863,3.7105,22.0,4982.0,1358.0,2237.0,1220.0,34.16,-118.45,yes
3864,3.2386,21.0,2152.0,527.0,996.0,470.0,34.17,-118.45,yes
3865,4.3333,33.0,3100.0,687.0,1388.0,658.0,34.17,-118.45,yes
3866,4.1875,24.0,2814.0,675.0,1463.0,620.0,34.17,-118.46,yes
3867,3.1478,22.0,6707.0,1737.0,2620.0,1610.0,34.17,-118.46,yes
3868,4.475,33.0,2544.0,500.0,1035.0,492.0,34.16,-118.45,yes
3869,4.4423,28.0,2795.0,622.0,1173.0,545.0,34.16,-118.46,yes
3870,4.3839,26.0,2548.0,647.0,1098.0,540.0,34.16,-118.46,yes
3871,2.875,22.0,6064.0,1826.0,4876.0,1697.0,34.21,-118.54,yes
3872,3.9886,32.0,2593.0,566.0,1596.0,547.0,34.21,-118.54,yes
3873,4.6731,35.0,1664.0,300.0,1000.0,309.0,34.22,-118.54,yes
3874,4.1597,37.0,1600.0,349.0,1012.0,366.0,34.2,-118.54,yes
3875,4.1319,33.0,2205.0,453.0,1242.0,419.0,34.19,-118.54,yes
3876,4.3462,36.0,2794.0,523.0,1334.0,472.0,34.22,-118.51,yes
3877,4.9643,36.0,1254.0,229.0,629.0,245.0,34.21,-118.5,yes
3878,5.5675,36.0,1656.0,310.0,817.0,308.0,34.21,-118.5,yes
3879,4.185,36.0,1952.0,387.0,1156.0,392.0,34.22,-118.51,yes
3880,4.7,36.0,2396.0,421.0,1064.0,398.0,34.21,-118.51,yes
3881,4.8646,36.0,1493.0,285.0,766.0,272.0,34.22,-118.51,yes
3882,5.0282,35.0,1275.0,222.0,959.0,226.0,34.22,-118.52,yes
3883,5.5209,35.0,1620.0,272.0,1052.0,248.0,34.22,-118.52,yes
3884,4.3261,36.0,2394.0,424.0,1490.0,427.0,34.21,-118.52,yes
3885,5.1265,34.0,1663.0,299.0,762.0,282.0,34.21,-118.52,yes
3886,4.6607,29.0,4101.0,849.0,2630.0,867.0,34.22,-118.53,yes
3887,2.9389,18.0,3124.0,796.0,1855.0,725.0,34.21,-118.53,yes
3888,5.0623,35.0,2592.0,490.0,1427.0,434.0,34.21,-118.55,yes
3889,4.4271,35.0,1843.0,329.0,1041.0,317.0,34.22,-118.56,yes
3890,3.5333,36.0,1286.0,242.0,788.0,248.0,34.21,-118.56,yes
3891,4.3194,34.0,1599.0,294.0,819.0,306.0,34.22,-118.56,yes
3892,3.8247,33.0,3910.0,838.0,2097.0,810.0,34.21,-118.55,yes
3893,3.7313,13.0,8327.0,1849.0,4126.0,1773.0,34.21,-118.56,yes
3894,4.3571,35.0,2891.0,594.0,1757.0,581.0,34.2,-118.52,yes
3895,3.225,33.0,3270.0,818.0,2118.0,763.0,34.2,-118.53,yes
3896,4.5125,35.0,1668.0,332.0,807.0,311.0,34.21,-118.5,yes
3897,4.1806,35.0,1614.0,308.0,850.0,330.0,34.2,-118.51,yes
3898,4.0924,37.0,2066.0,434.0,1031.0,414.0,34.2,-118.51,yes
3899,4.5648,36.0,1328.0,287.0,823.0,273.0,34.21,-118.52,yes
3900,2.2304,42.0,1558.0,322.0,884.0,334.0,34.2,-118.5,yes
3901,4.2344,33.0,2327.0,479.0,1166.0,472.0,34.2,-118.51,yes
3902,3.7049,34.0,2871.0,581.0,1350.0,535.0,34.2,-118.51,yes
3903,5.3028,35.0,2537.0,418.0,1161.0,421.0,34.19,-118.51,yes
3904,4.2865,38.0,2182.0,409.0,1141.0,379.0,34.19,-118.51,yes
3905,4.1304,18.0,4249.0,933.0,2047.0,909.0,34.2,-118.5,yes
3906,5.0796,35.0,2720.0,490.0,1158.0,445.0,34.19,-118.5,yes
3907,4.0,26.0,2156.0,509.0,1142.0,470.0,34.19,-118.5,yes
3908,2.6437,19.0,4315.0,1304.0,2490.0,1222.0,34.2,-118.52,yes
3909,4.9102,37.0,1795.0,346.0,1082.0,354.0,34.2,-118.52,yes
3910,2.8701,26.0,2221.0,662.0,1998.0,603.0,34.2,-118.53,yes
3911,3.6905,21.0,2549.0,651.0,1624.0,628.0,34.2,-118.55,yes
3912,3.1106,18.0,5862.0,1322.0,3161.0,1280.0,34.19,-118.55,no
3913,3.5313,31.0,1963.0,420.0,1494.0,415.0,34.2,-118.55,yes
3914,2.9511,42.0,881.0,170.0,464.0,163.0,34.19,-118.52,yes
3915,3.8516,37.0,1560.0,275.0,763.0,284.0,34.19,-118.52,yes
3916,4.8295,37.0,1892.0,347.0,1039.0,343.0,34.19,-118.52,yes
3917,2.625,32.0,2618.0,692.0,1961.0,633.0,34.19,-118.53,yes
3918,4.2143,34.0,2307.0,388.0,1168.0,427.0,34.18,-118.52,yes
3919,4.2083,26.0,4175.0,885.0,2118.0,778.0,34.18,-118.53,yes
3920,4.175,36.0,1544.0,308.0,891.0,286.0,34.2,-118.56,yes
3921,4.0789,35.0,2273.0,410.0,1431.0,403.0,34.2,-118.56,yes
3922,5.4548,35.0,782.0,144.0,425.0,140.0,34.19,-118.56,yes
3923,3.9615,34.0,1237.0,242.0,671.0,221.0,34.19,-118.56,yes
3924,4.433,34.0,2579.0,561.0,1237.0,517.0,34.19,-118.56,yes
3925,4.8264,36.0,1366.0,224.0,719.0,270.0,34.18,-118.56,yes
3926,2.5739,22.0,3380.0,790.0,2199.0,737.0,34.19,-118.54,yes
3927,3.9632,25.0,1938.0,457.0,1280.0,425.0,34.18,-118.54,yes
3928,4.675,36.0,978.0,170.0,475.0,192.0,34.19,-118.55,yes
3929,4.3654,31.0,1856.0,370.0,990.0,360.0,34.19,-118.55,yes
3930,3.0187,24.0,2642.0,696.0,1649.0,633.0,34.21,-118.58,yes
3931,2.9974,26.0,2335.0,669.0,1986.0,645.0,34.21,-118.59,no
3932,5.2149,18.0,847.0,185.0,733.0,178.0,34.2,-118.59,yes
3933,5.015,37.0,1389.0,252.0,826.0,249.0,34.2,-118.58,yes
3934,3.7798,27.0,2795.0,606.0,1702.0,586.0,34.22,-118.57,yes
3935,5.8798,23.0,4891.0,793.0,2447.0,765.0,34.21,-118.57,yes
3936,4.1359,17.0,3262.0,753.0,1879.0,708.0,34.22,-118.57,yes
3937,4.0313,13.0,6227.0,1317.0,3739.0,1226.0,34.21,-118.58,yes
3938,5.6345,35.0,2560.0,441.0,1428.0,468.0,34.22,-118.58,yes
3939,4.7125,27.0,2209.0,353.0,1034.0,344.0,34.21,-118.58,yes
3940,5.0462,34.0,1943.0,320.0,895.0,305.0,34.21,-118.59,yes
3941,4.8333,34.0,2389.0,521.0,1560.0,514.0,34.21,-118.59,yes
3942,2.8039,21.0,9512.0,2560.0,7282.0,2387.0,34.21,-118.6,yes
3943,5.6407,34.0,3494.0,557.0,1861.0,576.0,34.21,-118.61,yes
3944,5.6356,33.0,1636.0,275.0,866.0,289.0,34.22,-118.62,yes
3945,6.1074,26.0,3234.0,517.0,1597.0,513.0,34.21,-118.62,yes
3946,4.0909,34.0,2633.0,471.0,1313.0,428.0,34.22,-118.62,yes
3947,3.3534,41.0,1058.0,228.0,778.0,245.0,34.21,-118.61,yes
3948,3.6296,16.0,1718.0,467.0,896.0,475.0,34.2,-118.61,no
3949,5.4527,33.0,2609.0,431.0,1208.0,406.0,34.21,-118.61,yes
3950,5.7613,23.0,3098.0,542.0,1486.0,492.0,34.2,-118.62,yes
3951,5.5709,31.0,3952.0,647.0,1762.0,588.0,34.21,-118.63,yes
3952,8.4438,16.0,4312.0,574.0,1902.0,574.0,34.22,-118.64,yes
3953,9.6465,5.0,5429.0,665.0,2315.0,687.0,34.21,-118.65,yes
3954,6.9223,23.0,7480.0,1084.0,3037.0,1058.0,34.2,-118.65,yes
3955,5.0025,32.0,3233.0,553.0,1678.0,545.0,34.2,-118.62,yes
3956,6.7785,19.0,7411.0,1045.0,2814.0,950.0,34.2,-118.63,yes
3957,2.5797,17.0,2737.0,868.0,2924.0,785.0,34.21,-118.59,yes
3958,2.754,21.0,1789.0,679.0,2300.0,677.0,34.2,-118.59,yes
3959,3.2297,10.0,2869.0,941.0,2162.0,829.0,34.2,-118.6,no
3960,2.6159,19.0,2581.0,857.0,2004.0,784.0,34.21,-118.6,yes
3961,5.0483,35.0,1770.0,362.0,1083.0,355.0,34.2,-118.56,yes
3962,4.1181,36.0,878.0,167.0,499.0,179.0,34.21,-118.57,yes
3963,3.1818,18.0,7157.0,1869.0,4642.0,1699.0,34.2,-118.57,yes
3964,3.5,21.0,2979.0,744.0,1824.0,692.0,34.2,-118.58,yes
3965,4.1111,36.0,2600.0,441.0,1246.0,426.0,34.19,-118.56,yes
3966,4.5568,36.0,2559.0,469.0,1358.0,445.0,34.2,-118.57,yes
3967,5.223,33.0,1759.0,311.0,943.0,315.0,34.2,-118.57,yes
3968,5.1463,35.0,1558.0,267.0,793.0,249.0,34.2,-118.58,yes
3969,4.233,35.0,1323.0,228.0,756.0,216.0,34.2,-118.58,yes
3970,4.8125,34.0,2185.0,372.0,986.0,347.0,34.19,-118.56,yes
3971,3.8839,35.0,2329.0,399.0,966.0,336.0,34.19,-118.58,yes
3972,3.3125,27.0,4286.0,1071.0,2863.0,1033.0,34.19,-118.58,yes
3973,2.85,15.0,3061.0,1079.0,2173.0,1078.0,34.19,-118.58,yes
3974,5.6159,28.0,908.0,142.0,368.0,143.0,34.18,-118.58,yes
3975,5.0309,29.0,2421.0,402.0,1120.0,388.0,34.2,-118.62,yes
3976,6.4044,25.0,3124.0,468.0,1241.0,439.0,34.18,-118.62,yes
3977,5.5101,35.0,1934.0,307.0,905.0,315.0,34.19,-118.62,yes
3978,5.5191,29.0,1673.0,284.0,794.0,270.0,34.2,-118.61,yes
3979,4.1154,28.0,3824.0,749.0,1790.0,701.0,34.19,-118.61,yes
3980,4.3125,34.0,703.0,127.0,369.0,127.0,34.19,-118.61,yes
3981,2.8312,16.0,14912.0,4183.0,5105.0,3302.0,34.19,-118.6,yes
3982,5.1529,32.0,3568.0,591.0,1741.0,563.0,34.19,-118.63,yes
3983,6.6689,32.0,1646.0,242.0,697.0,233.0,34.18,-118.63,yes
3984,6.0094,30.0,2399.0,373.0,1062.0,377.0,34.19,-118.64,yes
3985,5.6163,33.0,3017.0,494.0,1423.0,470.0,34.19,-118.64,yes
3986,5.1641,33.0,3808.0,623.0,1784.0,615.0,34.18,-118.64,yes
3987,4.4167,28.0,3274.0,571.0,1424.0,521.0,34.19,-118.64,yes
3988,4.925,27.0,1793.0,339.0,1016.0,326.0,34.18,-118.65,yes
3989,5.2016,27.0,2772.0,511.0,1346.0,497.0,34.19,-118.65,yes
3990,7.642,23.0,7544.0,1031.0,3221.0,1043.0,34.19,-118.66,yes
3991,5.5798,33.0,4769.0,787.0,2019.0,743.0,34.17,-118.63,yes
3992,7.7846,26.0,6767.0,903.0,2574.0,883.0,34.17,-118.64,yes
3993,6.5304,36.0,2981.0,441.0,1243.0,413.0,34.18,-118.57,yes
3994,6.0928,35.0,2072.0,318.0,908.0,342.0,34.17,-118.57,yes
3995,6.2064,29.0,3393.0,574.0,1471.0,587.0,34.17,-118.58,yes
3996,4.2009,7.0,11853.0,2691.0,4404.0,2447.0,34.18,-118.59,yes
3997,3.8819,19.0,5944.0,1345.0,2372.0,1250.0,34.17,-118.61,yes
3998,3.0404,32.0,1491.0,355.0,756.0,296.0,34.17,-118.62,yes
3999,6.8482,34.0,3268.0,538.0,1463.0,519.0,34.17,-118.62,yes
4000,6.7977,33.0,5252.0,760.0,2041.0,730.0,34.18,-118.63,yes
4001,7.4918,26.0,4607.0,656.0,1769.0,643.0,34.18,-118.65,yes
4002,8.3912,25.0,6612.0,857.0,2519.0,843.0,34.18,-118.66,yes
4003,4.0,31.0,1689.0,362.0,705.0,360.0,34.17,-118.61,yes
4004,4.9102,32.0,4491.0,815.0,1696.0,749.0,34.15,-118.61,yes
4005,6.8107,29.0,4364.0,647.0,1550.0,624.0,34.16,-118.61,yes
4006,6.0192,33.0,2896.0,455.0,1116.0,411.0,34.16,-118.63,yes
4007,7.457,30.0,3346.0,487.0,1296.0,495.0,34.16,-118.63,yes
4008,7.9814,26.0,5661.0,791.0,2493.0,780.0,34.15,-118.62,yes
4009,3.1875,31.0,1950.0,383.0,870.0,357.0,34.17,-118.57,yes
4010,5.6327,18.0,6476.0,1082.0,2413.0,958.0,34.17,-118.58,yes
4011,5.4847,36.0,1887.0,359.0,761.0,329.0,34.17,-118.59,yes
4012,4.1656,37.0,3441.0,584.0,1283.0,544.0,34.16,-118.6,yes
4013,6.0794,32.0,3999.0,667.0,1628.0,631.0,34.16,-118.6,yes
4014,10.9201,22.0,5791.0,706.0,2059.0,673.0,34.15,-118.57,yes
4015,8.4196,21.0,3856.0,547.0,1422.0,535.0,34.15,-118.58,yes
4016,6.7694,29.0,2023.0,330.0,747.0,304.0,34.15,-118.59,yes
4017,6.14,28.0,4570.0,744.0,1693.0,695.0,34.15,-118.6,yes
4018,10.5511,19.0,1303.0,155.0,450.0,145.0,34.14,-118.59,yes
4019,4.8984,31.0,3073.0,674.0,1486.0,684.0,34.18,-118.49,yes
4020,4.8036,37.0,1893.0,365.0,911.0,324.0,34.18,-118.51,yes
4021,3.1885,31.0,3252.0,834.0,1411.0,760.0,34.17,-118.51,yes
4022,3.675,43.0,1700.0,380.0,930.0,349.0,34.18,-118.52,yes
4023,3.6534,46.0,2082.0,438.0,1047.0,393.0,34.18,-118.52,yes
4024,3.1923,42.0,1611.0,410.0,879.0,386.0,34.18,-118.52,yes
4025,3.855,18.0,6430.0,1412.0,2897.0,1348.0,34.17,-118.53,yes
4026,6.1274,11.0,1080.0,174.0,386.0,160.0,34.17,-118.54,yes
4027,5.0605,32.0,3011.0,529.0,1287.0,525.0,34.18,-118.55,yes
4028,5.4088,39.0,1819.0,291.0,770.0,278.0,34.18,-118.56,yes
4029,3.0943,17.0,7214.0,1994.0,4100.0,1823.0,34.18,-118.54,no
4030,3.1887,16.0,7194.0,1976.0,3687.0,1894.0,34.18,-118.53,yes
4031,5.6738,34.0,2458.0,433.0,1034.0,373.0,34.17,-118.54,yes
4032,2.8528,25.0,3352.0,891.0,1815.0,860.0,34.17,-118.54,yes
4033,7.8392,36.0,2127.0,297.0,761.0,274.0,34.17,-118.55,yes
4034,7.1322,35.0,2987.0,391.0,1244.0,387.0,34.17,-118.56,yes
4035,3.2154,20.0,17377.0,4457.0,7450.0,4204.0,34.17,-118.52,yes
4036,5.17,39.0,2693.0,478.0,1219.0,435.0,34.16,-118.52,yes
4037,3.6141,32.0,3554.0,762.0,1623.0,750.0,34.16,-118.53,yes
4038,5.4609,23.0,11154.0,1995.0,4076.0,1809.0,34.16,-118.51,yes
4039,8.7172,32.0,2108.0,309.0,769.0,274.0,34.16,-118.48,yes
4040,6.4958,37.0,3333.0,488.0,1171.0,485.0,34.16,-118.49,yes
4041,7.139,34.0,3547.0,523.0,1187.0,500.0,34.16,-118.5,yes
4042,13.4196,33.0,3104.0,387.0,1111.0,376.0,34.15,-118.5,yes
4043,4.1429,37.0,880.0,154.0,369.0,155.0,34.17,-118.5,yes
4044,10.3587,33.0,2829.0,360.0,1010.0,363.0,34.15,-118.49,yes
4045,10.6796,28.0,3539.0,441.0,1190.0,421.0,34.14,-118.49,yes
4046,11.2979,24.0,4394.0,535.0,1443.0,528.0,34.13,-118.49,yes
4047,12.8879,28.0,6748.0,904.0,2431.0,876.0,34.14,-118.51,yes
4048,9.2189,28.0,6920.0,906.0,2515.0,860.0,34.14,-118.53,yes
4049,10.2292,26.0,10111.0,1295.0,3599.0,1257.0,34.15,-118.54,yes
4050,10.4399,23.0,9657.0,1189.0,3585.0,1162.0,34.14,-118.56,yes
4051,3.2241,28.0,6270.0,1706.0,2549.0,1497.0,34.15,-118.43,yes
4052,7.672,42.0,1293.0,214.0,459.0,217.0,34.15,-118.43,yes
4053,3.7125,26.0,2900.0,667.0,1090.0,590.0,34.15,-118.43,yes
4054,2.8448,31.0,1856.0,425.0,795.0,426.0,34.15,-118.43,yes
4055,3.415,29.0,5474.0,1457.0,2352.0,1326.0,34.15,-118.44,yes
4056,10.0549,44.0,1778.0,251.0,641.0,251.0,34.15,-118.44,yes
4057,4.6375,15.0,4420.0,1076.0,1669.0,1016.0,34.15,-118.44,yes
4058,3.2813,37.0,1335.0,286.0,539.0,279.0,34.15,-118.44,yes
4059,2.9352,38.0,1387.0,337.0,713.0,343.0,34.15,-118.44,yes
4060,3.6171,22.0,7828.0,2038.0,3303.0,1922.0,34.16,-118.45,yes
4061,4.1727,10.0,1091.0,260.0,517.0,266.0,34.15,-118.45,yes
4062,4.5656,20.0,3876.0,799.0,1334.0,753.0,34.15,-118.45,yes
4063,3.4698,38.0,1495.0,300.0,598.0,280.0,34.16,-118.46,yes
4064,3.8273,16.0,4590.0,1200.0,2195.0,1139.0,34.16,-118.46,yes
4065,4.642,7.0,6306.0,1473.0,2381.0,1299.0,34.15,-118.47,yes
4066,4.6,30.0,3823.0,740.0,1449.0,612.0,34.16,-118.47,yes
4067,8.2269,43.0,804.0,117.0,267.0,110.0,34.15,-118.47,yes
4068,5.4591,31.0,2536.0,429.0,990.0,424.0,34.15,-118.48,yes
4069,6.7082,30.0,3507.0,536.0,1427.0,525.0,34.16,-118.48,yes
4070,10.3599,31.0,9320.0,1143.0,2980.0,1109.0,34.14,-118.48,yes
4071,8.8115,34.0,5264.0,771.0,1738.0,753.0,34.14,-118.46,yes
4072,8.153,36.0,2873.0,420.0,850.0,379.0,34.14,-118.47,yes
4073,7.629,34.0,3646.0,610.0,1390.0,607.0,34.14,-118.47,yes
4074,10.9237,44.0,1693.0,239.0,498.0,216.0,34.14,-118.43,yes
4075,8.2954,37.0,4400.0,695.0,1521.0,666.0,34.13,-118.43,yes
4076,7.9625,33.0,1741.0,274.0,588.0,267.0,34.14,-118.45,yes
4077,9.042,52.0,1680.0,238.0,493.0,211.0,34.15,-118.35,yes
4078,4.3,41.0,3545.0,698.0,1221.0,651.0,34.15,-118.36,yes
4079,3.6202,34.0,3659.0,921.0,1338.0,835.0,34.15,-118.36,yes
4080,3.1373,23.0,4604.0,1319.0,2391.0,1227.0,34.15,-118.37,yes
4081,3.3669,29.0,2630.0,617.0,1071.0,573.0,34.15,-118.37,yes
4082,3.1289,42.0,2358.0,546.0,1065.0,523.0,34.16,-118.38,yes
4083,4.3036,36.0,2933.0,619.0,1115.0,579.0,34.15,-118.38,yes
4084,4.2031,29.0,3110.0,650.0,1212.0,642.0,34.15,-118.39,yes
4085,3.4612,29.0,917.0,181.0,379.0,183.0,34.15,-118.39,yes
4086,3.2388,20.0,4084.0,1062.0,1637.0,987.0,34.16,-118.39,yes
4087,3.0398,31.0,3881.0,909.0,1535.0,846.0,34.15,-118.4,yes
4088,4.3468,33.0,4032.0,868.0,1695.0,869.0,34.15,-118.41,yes
4089,4.615,48.0,680.0,131.0,268.0,126.0,34.15,-118.42,yes
4090,4.3214,18.0,1880.0,420.0,681.0,333.0,34.15,-118.42,yes
4091,5.2853,31.0,1861.0,430.0,736.0,360.0,34.15,-118.42,yes
4092,4.0208,17.0,277.0,70.0,119.0,59.0,34.16,-118.42,yes
4093,0.536,46.0,54.0,9.0,20.0,6.0,34.16,-118.42,yes
4094,4.3889,41.0,2394.0,500.0,837.0,417.0,34.15,-118.4,yes
4095,5.0754,44.0,2515.0,510.0,967.0,484.0,34.15,-118.4,yes
4096,4.1656,24.0,3891.0,866.0,1568.0,830.0,34.15,-118.41,yes
4097,6.083,46.0,1628.0,259.0,500.0,258.0,34.15,-118.41,yes
4098,3.6823,30.0,1376.0,317.0,629.0,320.0,34.14,-118.36,yes
4099,3.5714,8.0,4382.0,1560.0,2138.0,1411.0,34.14,-118.37,yes
4100,3.7986,21.0,4670.0,1161.0,1914.0,1094.0,34.14,-118.37,yes
4101,7.7112,42.0,1253.0,225.0,492.0,224.0,34.14,-118.38,yes
4102,5.5683,19.0,5076.0,1034.0,2021.0,960.0,34.14,-118.39,yes
4103,3.1146,36.0,2696.0,713.0,905.0,659.0,34.15,-118.39,yes
4104,4.3333,39.0,1610.0,278.0,511.0,278.0,34.13,-118.35,yes
4105,4.2415,41.0,3257.0,679.0,1237.0,638.0,34.12,-118.34,yes
4106,8.0499,36.0,6871.0,1180.0,2216.0,1130.0,34.13,-118.36,yes
4107,3.5096,23.0,1883.0,512.0,774.0,478.0,34.14,-118.37,yes
4108,8.5677,28.0,4287.0,627.0,1498.0,615.0,34.13,-118.37,yes
4109,6.5533,34.0,4624.0,781.0,1572.0,719.0,34.14,-118.39,yes
4110,6.0876,40.0,1965.0,354.0,666.0,357.0,34.14,-118.38,yes
4111,10.5575,32.0,8262.0,1156.0,2712.0,1125.0,34.13,-118.4,yes
4112,6.0678,52.0,1695.0,281.0,595.0,264.0,34.14,-118.4,yes
4113,5.1377,45.0,417.0,89.0,187.0,88.0,34.14,-118.4,yes
4114,5.738,33.0,778.0,143.0,258.0,130.0,34.14,-118.41,yes
4115,4.0439,27.0,3990.0,892.0,1417.0,800.0,34.14,-118.42,yes
4116,12.7823,38.0,3830.0,518.0,1292.0,516.0,34.13,-118.42,yes
4117,5.5291,52.0,2298.0,406.0,1203.0,387.0,34.14,-118.22,yes
4118,3.7404,52.0,1388.0,271.0,735.0,239.0,34.14,-118.22,yes
4119,5.5524,52.0,3800.0,646.0,1842.0,620.0,34.14,-118.2,yes
4120,3.6058,46.0,2387.0,488.0,1181.0,456.0,34.14,-118.19,yes
4121,5.2962,38.0,1826.0,300.0,793.0,297.0,34.14,-118.19,yes
4122,2.3958,39.0,277.0,89.0,182.0,91.0,34.14,-118.23,no
4123,5.5456,50.0,3657.0,708.0,1725.0,644.0,34.14,-118.22,yes
4124,5.7794,35.0,2983.0,526.0,1614.0,543.0,34.13,-118.22,yes
4125,4.0909,52.0,2090.0,466.0,1219.0,390.0,34.14,-118.2,yes
4126,3.2222,44.0,1681.0,407.0,1105.0,387.0,34.14,-118.21,yes
4127,2.2267,25.0,1908.0,628.0,1412.0,588.0,34.14,-118.21,yes
4128,3.9375,51.0,1941.0,378.0,1012.0,371.0,34.14,-118.2,yes
4129,4.3359,47.0,2525.0,523.0,1514.0,498.0,34.14,-118.19,yes
4130,3.925,52.0,2012.0,458.0,1314.0,434.0,34.13,-118.19,yes
4131,3.5349,52.0,2035.0,459.0,2589.0,438.0,34.13,-118.2,yes
4132,3.25,52.0,2465.0,611.0,1433.0,570.0,34.13,-118.21,yes
4133,2.7098,47.0,1585.0,420.0,949.0,366.0,34.13,-118.22,no
4134,3.3542,52.0,791.0,174.0,501.0,162.0,34.13,-118.22,no
4135,3.5341,52.0,2228.0,475.0,1311.0,452.0,34.13,-118.18,yes
4136,1.9219,52.0,1081.0,311.0,904.0,283.0,34.12,-118.18,no
4137,4.21,45.0,2397.0,488.0,1569.0,471.0,34.12,-118.18,no
4138,2.9154,35.0,2568.0,672.0,1696.0,605.0,34.12,-118.17,no
4139,2.369,29.0,2640.0,737.0,1795.0,655.0,34.12,-118.18,no
4140,3.7813,30.0,3376.0,720.0,1990.0,725.0,34.12,-118.17,yes
4141,3.1287,50.0,1309.0,302.0,883.0,293.0,34.13,-118.19,yes
4142,4.2344,52.0,679.0,132.0,483.0,163.0,34.12,-118.19,no
4143,2.3071,41.0,2591.0,682.0,2366.0,583.0,34.12,-118.19,no
4144,4.0417,44.0,1219.0,324.0,1036.0,282.0,34.12,-118.19,no
4145,2.7012,36.0,2833.0,720.0,2148.0,709.0,34.12,-118.19,no
4146,4.0052,30.0,3369.0,824.0,2032.0,795.0,34.13,-118.2,yes
4147,3.3438,50.0,2929.0,588.0,1931.0,574.0,34.13,-118.2,no
4148,3.3326,52.0,1580.0,426.0,1462.0,406.0,34.12,-118.2,no
4149,2.9194,41.0,1908.0,503.0,1557.0,453.0,34.12,-118.2,no
4150,3.4625,52.0,1590.0,360.0,1127.0,321.0,34.12,-118.21,no
4151,3.6845,41.0,1904.0,514.0,1666.0,498.0,34.12,-118.21,no
4152,2.5139,52.0,1301.0,389.0,1189.0,361.0,34.12,-118.21,yes
4153,4.0625,52.0,678.0,173.0,791.0,186.0,34.11,-118.2,no
4154,2.5211,46.0,3659.0,1068.0,4153.0,993.0,34.11,-118.2,no
4155,3.0,52.0,1901.0,525.0,1856.0,480.0,34.11,-118.2,no
4156,2.8125,44.0,1565.0,398.0,1500.0,407.0,34.12,-118.2,no
4157,2.987,46.0,3387.0,820.0,2833.0,813.0,34.12,-118.19,no
4158,2.1667,40.0,1266.0,348.0,1032.0,315.0,34.11,-118.19,no
4159,2.4932,35.0,2524.0,749.0,2487.0,679.0,34.12,-118.19,no
4160,2.6591,33.0,1523.0,391.0,753.0,298.0,34.11,-118.18,yes
4161,2.3984,44.0,1346.0,398.0,1204.0,344.0,34.11,-118.18,no
4162,2.286,38.0,1158.0,309.0,1051.0,322.0,34.11,-118.19,no
4163,3.4227,26.0,1638.0,457.0,1155.0,437.0,34.11,-118.19,no
4164,3.2121,42.0,1577.0,379.0,1317.0,378.0,34.1,-118.19,no
4165,2.1793,36.0,1441.0,534.0,1809.0,500.0,34.11,-118.2,yes
4166,1.9355,37.0,2040.0,611.0,1698.0,545.0,34.11,-118.2,no
4167,2.07,30.0,3643.0,1197.0,4336.0,1163.0,34.1,-118.2,no
4168,4.3812,32.0,2759.0,499.0,1661.0,533.0,34.11,-118.21,yes
4169,5.2723,40.0,1684.0,316.0,795.0,330.0,34.1,-118.21,yes
4170,3.0377,47.0,5077.0,1271.0,3348.0,1106.0,34.1,-118.21,yes
4171,4.1213,35.0,4003.0,788.0,2785.0,764.0,34.1,-118.22,yes
4172,2.712,38.0,1051.0,249.0,799.0,229.0,34.1,-118.23,no
4173,2.2788,46.0,2483.0,587.0,2121.0,553.0,34.1,-118.23,no
4174,3.7437,36.0,2000.0,533.0,1234.0,535.0,34.1,-118.21,yes
4175,2.7708,34.0,1660.0,412.0,1678.0,382.0,34.09,-118.21,no
4176,4.0469,33.0,1903.0,386.0,1187.0,340.0,34.1,-118.22,yes
4177,2.1687,41.0,1353.0,379.0,1536.0,416.0,34.1,-118.23,no
4178,2.5213,42.0,1706.0,488.0,1941.0,447.0,34.09,-118.22,no
4179,2.48,36.0,1427.0,415.0,1835.0,410.0,34.09,-118.22,no
4180,2.8194,45.0,1072.0,275.0,996.0,243.0,34.09,-118.22,no
4181,2.0476,41.0,438.0,201.0,690.0,161.0,34.09,-118.23,yes
4182,4.6528,47.0,1162.0,235.0,781.0,268.0,34.13,-118.23,yes
4183,3.5893,48.0,737.0,166.0,462.0,131.0,34.13,-118.23,yes
4184,4.825,40.0,2749.0,580.0,1375.0,511.0,34.13,-118.22,yes
4185,4.5766,34.0,609.0,149.0,407.0,145.0,34.13,-118.23,yes
4186,4.2891,48.0,1308.0,286.0,835.0,294.0,34.13,-118.23,yes
4187,2.975,37.0,1799.0,426.0,1088.0,417.0,34.13,-118.23,yes
4188,3.0919,28.0,3306.0,1025.0,2670.0,942.0,34.12,-118.22,yes
4189,3.5638,35.0,1937.0,439.0,1523.0,412.0,34.12,-118.21,no
4190,5.2083,36.0,2870.0,529.0,1371.0,565.0,34.11,-118.22,yes
4191,5.2049,37.0,1298.0,242.0,750.0,255.0,34.12,-118.22,yes
4192,2.2843,28.0,1546.0,465.0,974.0,408.0,34.12,-118.23,yes
4193,3.1806,41.0,1213.0,301.0,801.0,300.0,34.12,-118.24,yes
